Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note,,,,
FS,Suite of Food Security Indicators,64,Bhutan,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,10907.9,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,68,Bolivia (Plurinational State of),6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,8052.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,70,Bosnia and Herzegovina,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,15663.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,72,Botswana,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,14840.9,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,76,Brazil,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,14592.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,96,Brunei Darussalam,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,60127,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,100,Bulgaria,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,24393.8,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,854,Burkina Faso,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,2179.8,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,108,Burundi,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,705,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,132,Cabo Verde,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,6114.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,116,Cambodia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,4354.6,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,120,Cameroon,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,3700.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,124,Canada,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,47892.9,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,140,Central African Republic,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,837.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,148,Chad,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,1425.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,152,Chile,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,25449.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,159,China,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,17846.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,344,"China, Hong Kong SAR",6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,59978.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,446,"China, Macao SAR",6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,64797,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,156,"China, mainland",6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,17602.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,170,Colombia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,14648.6,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,174,Comoros,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,3228.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,178,Congo,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,3234.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,188,Costa Rica,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,21199.3,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,384,Côte d'Ivoire,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,5325,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,191,Croatia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,31630.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,196,Cyprus,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,41694.3,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,203,Czechia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,40741,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,180,Democratic Republic of the Congo,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,1073.6,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,208,Denmark,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,57962.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,262,Djibouti,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,4913.3,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,212,Dominica,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,10878,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,214,Dominican Republic,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,18626.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,218,Ecuador,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,10668.8,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,818,Egypt,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,11566,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,222,El Salvador,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,9086,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,226,Equatorial Guinea,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,14637,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,233,Estonia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,38717.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,748,Eswatini,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,8856.8,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,231,Ethiopia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,2319.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,242,Fiji,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,10359.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,246,Finland,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,48753.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,250,France,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,44993.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,266,Gabon,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,13813.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,270,Gambia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,2076.6,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,268,Georgia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,15486.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,276,Germany,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,53179.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,288,Ghana,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,5435.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,300,Greece,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,29548,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,308,Grenada,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,13688.3,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,320,Guatemala,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,8926.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,324,Guinea,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,2640.3,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,624,Guinea-Bissau,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,1831.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,328,Guyana,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,21925.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,332,Haiti,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,2870.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,340,Honduras,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,5572.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,348,Hungary,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,33593.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,352,Iceland,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,53586.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,356,India,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,6592,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,360,Indonesia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,11858.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,364,Iran (Islamic Republic of),6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,15004.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,368,Iraq,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,8962.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,372,Ireland,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,102496,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,376,Israel,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,42061.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,380,Italy,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,41929.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,388,Jamaica,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,9596.6,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,392,Japan,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,40784.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,400,Jordan,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,9223.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,398,Kazakhstan,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,26110.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,404,Kenya,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,4743.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,296,Kiribati,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,1937.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,417,Kyrgyzstan,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,4815,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,418,Lao People's Democratic Republic,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,7847,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,428,Latvia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,32081.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,422,Lebanon,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,12977.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,426,Lesotho,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,2295.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,430,Liberia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,1423.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,434,Libya,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,21965.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,440,Lithuania,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,39305.6,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,442,Luxembourg,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,115684,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,450,Madagascar,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,1463.6,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,454,Malawi,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,1491.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,458,Malaysia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,26333.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,462,Maldives,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,18765.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,466,Mali,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,2120.6,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,470,Malta,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,44650.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,584,Marshall Islands,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,5961.8,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,478,Mauritania,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,5307.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,480,Mauritius,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,20967.9,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,484,Mexico,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,19086.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,583,Micronesia (Federated States of),6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,3315.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,496,Mongolia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,11668.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,499,Montenegro,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,20598.8,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,504,Morocco,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,8058.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,508,Mozambique,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,1226.8,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,104,Myanmar,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,4032.6,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,516,Namibia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,9137.8,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,520,Nauru,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,11947.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,524,Nepal,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,3831.9,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,528,Netherlands (Kingdom of the),6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,56617.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,554,New Zealand,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,42915.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,558,Nicaragua,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,5638.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,562,Niger,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,1186.6,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,566,Nigeria,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,4922.6,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,807,North Macedonia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,16464.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,578,Norway,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,65662.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,512,Oman,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,34294.8,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,586,Pakistan,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,5232.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,585,Palau,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,13785.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,5643.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,591,Panama,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,29037.9,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,598,Papua New Guinea,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,3677.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,600,Paraguay,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,13687.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,604,Peru,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,12514.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,608,Philippines,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,8094.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,616,Poland,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,34915.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,620,Portugal,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,33674.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,630,Puerto Rico,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,32632.9,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,634,Qatar,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,92862.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,410,Republic of Korea,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,44232.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,498,Republic of Moldova,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,14009.2,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,642,Romania,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,30771.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,643,Russian Federation,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,27960.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,646,Rwanda,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,2239,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,659,Saint Kitts and Nevis,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,26485.8,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,662,Saint Lucia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,13046,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,670,Saint Vincent and the Grenadines,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,13695,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,882,Samoa,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,5534.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,678,Sao Tome and Principe,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,4052.1,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,682,Saudi Arabia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,44339.3,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,686,Senegal,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,3495.4,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,688,Serbia,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,19827.8,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,690,Seychelles,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,28760.5,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,694,Sierra Leone,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,1614.7,X,Figure from international organizations,,,,,
FS,Suite of Food Security Indicators,702,Singapore,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",2021,2021,I$,106032,X,Figure from international organizations,,,,,
