Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,140,Central African Republic,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,55,E,Estimated value,
FS,Suite of Food Security Indicators,148,Chad,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-1.34,X,Figure from international organizations,
FS,Suite of Food Security Indicators,148,Chad,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,14,E,Estimated value,
FS,Suite of Food Security Indicators,152,Chile,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.06,X,Figure from international organizations,
FS,Suite of Food Security Indicators,152,Chile,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,16,E,Estimated value,
FS,Suite of Food Security Indicators,159,China,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,16,E,Estimated value,
FS,Suite of Food Security Indicators,344,"China, Hong Kong SAR",6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.26,X,Figure from international organizations,
FS,Suite of Food Security Indicators,344,"China, Hong Kong SAR",6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,22,E,Estimated value,
FS,Suite of Food Security Indicators,446,"China, Macao SAR",6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,1.05,X,Figure from international organizations,
FS,Suite of Food Security Indicators,446,"China, Macao SAR",6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,63,E,Estimated value,
FS,Suite of Food Security Indicators,156,"China, mainland",6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,16,E,Estimated value,
FS,Suite of Food Security Indicators,158,"China, Taiwan Province of",6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,10,E,Estimated value,
FS,Suite of Food Security Indicators,170,Colombia,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.91,X,Figure from international organizations,
FS,Suite of Food Security Indicators,170,Colombia,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,40,E,Estimated value,
FS,Suite of Food Security Indicators,174,Comoros,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.23,X,Figure from international organizations,
FS,Suite of Food Security Indicators,174,Comoros,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,16,E,Estimated value,
FS,Suite of Food Security Indicators,178,Congo,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.61,X,Figure from international organizations,
FS,Suite of Food Security Indicators,178,Congo,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,20,E,Estimated value,
FS,Suite of Food Security Indicators,188,Costa Rica,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.87,X,Figure from international organizations,
FS,Suite of Food Security Indicators,188,Costa Rica,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,15,E,Estimated value,
FS,Suite of Food Security Indicators,384,Côte d'Ivoire,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.95,X,Figure from international organizations,
FS,Suite of Food Security Indicators,384,Côte d'Ivoire,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,10,E,Estimated value,
FS,Suite of Food Security Indicators,191,Croatia,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.71,X,Figure from international organizations,
FS,Suite of Food Security Indicators,191,Croatia,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,28,E,Estimated value,
FS,Suite of Food Security Indicators,192,Cuba,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.43,X,Figure from international organizations,
FS,Suite of Food Security Indicators,192,Cuba,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,21,E,Estimated value,
FS,Suite of Food Security Indicators,196,Cyprus,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.44,X,Figure from international organizations,
FS,Suite of Food Security Indicators,196,Cyprus,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,26,E,Estimated value,
FS,Suite of Food Security Indicators,203,Czechia,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.96,X,Figure from international organizations,
FS,Suite of Food Security Indicators,203,Czechia,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,18,E,Estimated value,
FS,Suite of Food Security Indicators,408,Democratic People's Republic of Korea,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.45,X,Figure from international organizations,
FS,Suite of Food Security Indicators,408,Democratic People's Republic of Korea,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,27,E,Estimated value,
FS,Suite of Food Security Indicators,180,Democratic Republic of the Congo,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-1.61,X,Figure from international organizations,
FS,Suite of Food Security Indicators,180,Democratic Republic of the Congo,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,26,E,Estimated value,
FS,Suite of Food Security Indicators,208,Denmark,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.95,X,Figure from international organizations,
FS,Suite of Food Security Indicators,208,Denmark,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,13,E,Estimated value,
FS,Suite of Food Security Indicators,262,Djibouti,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.71,X,Figure from international organizations,
FS,Suite of Food Security Indicators,262,Djibouti,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,14,E,Estimated value,
FS,Suite of Food Security Indicators,212,Dominica,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,1.39,X,Figure from international organizations,
FS,Suite of Food Security Indicators,212,Dominica,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,18,E,Estimated value,
FS,Suite of Food Security Indicators,214,Dominican Republic,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.14,X,Figure from international organizations,
FS,Suite of Food Security Indicators,214,Dominican Republic,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,10,E,Estimated value,
FS,Suite of Food Security Indicators,218,Ecuador,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.27,X,Figure from international organizations,
FS,Suite of Food Security Indicators,218,Ecuador,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,20,E,Estimated value,
FS,Suite of Food Security Indicators,818,Egypt,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-1.02,X,Figure from international organizations,
FS,Suite of Food Security Indicators,818,Egypt,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,32,E,Estimated value,
FS,Suite of Food Security Indicators,222,El Salvador,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.21,X,Figure from international organizations,
FS,Suite of Food Security Indicators,222,El Salvador,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,35,E,Estimated value,
FS,Suite of Food Security Indicators,226,Equatorial Guinea,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.29,X,Figure from international organizations,
FS,Suite of Food Security Indicators,232,Eritrea,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-1.01,X,Figure from international organizations,
FS,Suite of Food Security Indicators,233,Estonia,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.76,X,Figure from international organizations,
FS,Suite of Food Security Indicators,233,Estonia,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,65,E,Estimated value,
FS,Suite of Food Security Indicators,748,Eswatini,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.03,X,Figure from international organizations,
FS,Suite of Food Security Indicators,748,Eswatini,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,21,E,Estimated value,
FS,Suite of Food Security Indicators,231,Ethiopia,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-2.07,X,Figure from international organizations,
FS,Suite of Food Security Indicators,231,Ethiopia,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,50,E,Estimated value,
FS,Suite of Food Security Indicators,242,Fiji,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.67,X,Figure from international organizations,
FS,Suite of Food Security Indicators,242,Fiji,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,54,E,Estimated value,
FS,Suite of Food Security Indicators,246,Finland,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.98,X,Figure from international organizations,
FS,Suite of Food Security Indicators,246,Finland,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,14,E,Estimated value,
FS,Suite of Food Security Indicators,250,France,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.37,X,Figure from international organizations,
FS,Suite of Food Security Indicators,250,France,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,65,E,Estimated value,
FS,Suite of Food Security Indicators,258,French Polynesia,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,31,E,Estimated value,
FS,Suite of Food Security Indicators,266,Gabon,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.09,X,Figure from international organizations,
FS,Suite of Food Security Indicators,266,Gabon,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,17,E,Estimated value,
FS,Suite of Food Security Indicators,270,Gambia,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.18,X,Figure from international organizations,
FS,Suite of Food Security Indicators,270,Gambia,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,34,E,Estimated value,
FS,Suite of Food Security Indicators,268,Georgia,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.42,X,Figure from international organizations,
FS,Suite of Food Security Indicators,268,Georgia,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,62,E,Estimated value,
FS,Suite of Food Security Indicators,276,Germany,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.76,X,Figure from international organizations,
FS,Suite of Food Security Indicators,276,Germany,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,25,E,Estimated value,
FS,Suite of Food Security Indicators,288,Ghana,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.07,X,Figure from international organizations,
FS,Suite of Food Security Indicators,288,Ghana,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,80,E,Estimated value,
FS,Suite of Food Security Indicators,300,Greece,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.15,X,Figure from international organizations,
FS,Suite of Food Security Indicators,300,Greece,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,31,E,Estimated value,
FS,Suite of Food Security Indicators,304,Greenland,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,1.88,X,Figure from international organizations,
FS,Suite of Food Security Indicators,308,Grenada,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,1.04,X,Figure from international organizations,
FS,Suite of Food Security Indicators,320,Guatemala,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.39,X,Figure from international organizations,
FS,Suite of Food Security Indicators,320,Guatemala,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,28,E,Estimated value,
FS,Suite of Food Security Indicators,324,Guinea,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.97,X,Figure from international organizations,
FS,Suite of Food Security Indicators,324,Guinea,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,35,E,Estimated value,
FS,Suite of Food Security Indicators,624,Guinea-Bissau,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.28,X,Figure from international organizations,
FS,Suite of Food Security Indicators,624,Guinea-Bissau,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,22,E,Estimated value,
FS,Suite of Food Security Indicators,328,Guyana,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.14,X,Figure from international organizations,
FS,Suite of Food Security Indicators,328,Guyana,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,136,E,Estimated value,
FS,Suite of Food Security Indicators,332,Haiti,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-1.1,X,Figure from international organizations,
FS,Suite of Food Security Indicators,332,Haiti,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,13,E,Estimated value,
FS,Suite of Food Security Indicators,340,Honduras,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.61,X,Figure from international organizations,
FS,Suite of Food Security Indicators,340,Honduras,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,8,E,Estimated value,
FS,Suite of Food Security Indicators,348,Hungary,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.86,X,Figure from international organizations,
FS,Suite of Food Security Indicators,348,Hungary,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,33,E,Estimated value,
FS,Suite of Food Security Indicators,352,Iceland,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,1.37,X,Figure from international organizations,
FS,Suite of Food Security Indicators,352,Iceland,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,28,E,Estimated value,
FS,Suite of Food Security Indicators,356,India,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.62,X,Figure from international organizations,
FS,Suite of Food Security Indicators,356,India,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,11,E,Estimated value,
FS,Suite of Food Security Indicators,360,Indonesia,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.51,X,Figure from international organizations,
FS,Suite of Food Security Indicators,360,Indonesia,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,39,E,Estimated value,
FS,Suite of Food Security Indicators,364,Iran (Islamic Republic of),6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-1.62,X,Figure from international organizations,
FS,Suite of Food Security Indicators,364,Iran (Islamic Republic of),6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,37,E,Estimated value,
FS,Suite of Food Security Indicators,368,Iraq,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-2.4,X,Figure from international organizations,
FS,Suite of Food Security Indicators,368,Iraq,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,23,E,Estimated value,
FS,Suite of Food Security Indicators,372,Ireland,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.86,X,Figure from international organizations,
FS,Suite of Food Security Indicators,372,Ireland,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,35,E,Estimated value,
FS,Suite of Food Security Indicators,376,Israel,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-1.06,X,Figure from international organizations,
FS,Suite of Food Security Indicators,376,Israel,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,29,E,Estimated value,
FS,Suite of Food Security Indicators,380,Italy,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.58,X,Figure from international organizations,
FS,Suite of Food Security Indicators,380,Italy,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,41,E,Estimated value,
FS,Suite of Food Security Indicators,388,Jamaica,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,0.22,X,Figure from international organizations,
FS,Suite of Food Security Indicators,388,Jamaica,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,44,E,Estimated value,
FS,Suite of Food Security Indicators,392,Japan,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,1.03,X,Figure from international organizations,
FS,Suite of Food Security Indicators,392,Japan,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,25,E,Estimated value,
FS,Suite of Food Security Indicators,400,Jordan,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.28,X,Figure from international organizations,
FS,Suite of Food Security Indicators,400,Jordan,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,58,E,Estimated value,
FS,Suite of Food Security Indicators,398,Kazakhstan,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-0.25,X,Figure from international organizations,
FS,Suite of Food Security Indicators,398,Kazakhstan,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,62,E,Estimated value,
FS,Suite of Food Security Indicators,404,Kenya,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,-1.09,X,Figure from international organizations,
FS,Suite of Food Security Indicators,404,Kenya,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,46,E,Estimated value,
FS,Suite of Food Security Indicators,296,Kiribati,6125,Value,21032,Political stability and absence of violence/terrorism (index),2021,2021,Index,1.19,X,Figure from international organizations,
FS,Suite of Food Security Indicators,296,Kiribati,6128,Value,21031,Per capita food supply variability (kcal/cap/day),2021,2021,kcal/pc/d,24,E,Estimated value,
