Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RP","Pesticides Use","068","Bolivia (Plurinational State of)","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","3.58","E","Estimated value",""
"RP","Pesticides Use","070","Bosnia and Herzegovina","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.44","E","Estimated value",""
"RP","Pesticides Use","072","Botswana","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","5.45","E","Estimated value",""
"RP","Pesticides Use","076","Brazil","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","10.9","E","Estimated value",""
"RP","Pesticides Use","096","Brunei Darussalam","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","33.91","E","Estimated value",""
"RP","Pesticides Use","100","Bulgaria","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.23","E","Estimated value",""
"RP","Pesticides Use","854","Burkina Faso","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.42","E","Estimated value",""
"RP","Pesticides Use","108","Burundi","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.03","E","Estimated value",""
"RP","Pesticides Use","132","Cabo Verde","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.09","E","Estimated value",""
"RP","Pesticides Use","116","Cambodia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","3.64","E","Estimated value",""
"RP","Pesticides Use","120","Cameroon","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.94","E","Estimated value",""
"RP","Pesticides Use","124","Canada","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.42","E","Estimated value",""
"RP","Pesticides Use","140","Central African Republic","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.02","E","Estimated value",""
"RP","Pesticides Use","148","Chad","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.01","E","Estimated value",""
"RP","Pesticides Use","152","Chile","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","8.73","E","Estimated value",""
"RP","Pesticides Use","159","China","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.9","E","Estimated value",""
"RP","Pesticides Use","344","China, Hong Kong SAR","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","18.33","E","Estimated value",""
"RP","Pesticides Use","156","China, mainland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.83","E","Estimated value",""
"RP","Pesticides Use","158","China, Taiwan Province of","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","13.4","E","Estimated value",""
"RP","Pesticides Use","170","Colombia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","8.74","E","Estimated value",""
"RP","Pesticides Use","174","Comoros","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.39","E","Estimated value",""
"RP","Pesticides Use","178","Congo","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.19","E","Estimated value",""
"RP","Pesticides Use","184","Cook Islands","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","7.86","E","Estimated value",""
"RP","Pesticides Use","188","Costa Rica","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","17.61","E","Estimated value","Estimated Value"
"RP","Pesticides Use","384","Côte d'Ivoire","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0","E","Estimated value",""
"RP","Pesticides Use","191","Croatia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.56","E","Estimated value",""
"RP","Pesticides Use","192","Cuba","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.98","E","Estimated value",""
"RP","Pesticides Use","196","Cyprus","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","9.22","E","Estimated value",""
"RP","Pesticides Use","203","Czechia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.37","E","Estimated value",""
"RP","Pesticides Use","180","Democratic Republic of the Congo","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.07","E","Estimated value",""
"RP","Pesticides Use","208","Denmark","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.25","E","Estimated value",""
"RP","Pesticides Use","262","Djibouti","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","4.72","E","Estimated value",""
"RP","Pesticides Use","214","Dominican Republic","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.08","E","Estimated value",""
"RP","Pesticides Use","218","Ecuador","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","7.78","E","Estimated value",""
"RP","Pesticides Use","818","Egypt","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.42","E","Estimated value",""
"RP","Pesticides Use","222","El Salvador","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","4.31","E","Estimated value",""
"RP","Pesticides Use","226","Equatorial Guinea","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.78","E","Estimated value",""
"RP","Pesticides Use","232","Eritrea","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.04","E","Estimated value",""
"RP","Pesticides Use","233","Estonia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.26","E","Estimated value",""
"RP","Pesticides Use","748","Eswatini","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","6.76","E","Estimated value",""
"RP","Pesticides Use","231","Ethiopia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.22","E","Estimated value",""
"RP","Pesticides Use","242","Fiji","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","6.56","E","Estimated value",""
"RP","Pesticides Use","246","Finland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.79","E","Estimated value",""
"RP","Pesticides Use","250","France","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","3.67","E","Estimated value",""
"RP","Pesticides Use","258","French Polynesia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","15.97","E","Estimated value",""
"RP","Pesticides Use","266","Gabon","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.98","E","Estimated value",""
"RP","Pesticides Use","270","Gambia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.67","E","Estimated value",""
"RP","Pesticides Use","268","Georgia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","5.68","E","Estimated value",""
"RP","Pesticides Use","276","Germany","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","4.14","E","Estimated value",""
"RP","Pesticides Use","288","Ghana","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.31","E","Estimated value",""
"RP","Pesticides Use","300","Greece","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.48","E","Estimated value",""
"RP","Pesticides Use","308","Grenada","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","15.69","E","Estimated value",""
"RP","Pesticides Use","316","Guam","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","10.59","E","Estimated value",""
"RP","Pesticides Use","320","Guatemala","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","4.83","E","Estimated value",""
"RP","Pesticides Use","324","Guinea","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.03","E","Estimated value",""
"RP","Pesticides Use","624","Guinea-Bissau","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.15","E","Estimated value",""
"RP","Pesticides Use","328","Guyana","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.37","I","Imputed value",""
"RP","Pesticides Use","332","Haiti","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.66","E","Estimated value",""
"RP","Pesticides Use","340","Honduras","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","6.51","E","Estimated value",""
"RP","Pesticides Use","348","Hungary","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.07","E","Estimated value",""
"RP","Pesticides Use","352","Iceland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.01","E","Estimated value",""
"RP","Pesticides Use","356","India","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.37","E","Estimated value",""
"RP","Pesticides Use","360","Indonesia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","5.29","E","Estimated value",""
"RP","Pesticides Use","364","Iran (Islamic Republic of)","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.33","E","Estimated value",""
"RP","Pesticides Use","368","Iraq","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.05","E","Estimated value",""
"RP","Pesticides Use","372","Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","7.07","E","Estimated value",""
"RP","Pesticides Use","376","Israel","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","14.56","E","Estimated value",""
"RP","Pesticides Use","380","Italy","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","5.38","E","Estimated value",""
"RP","Pesticides Use","388","Jamaica","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","8.73","E","Estimated value",""
"RP","Pesticides Use","392","Japan","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","11.24","E","Estimated value",""
"RP","Pesticides Use","400","Jordan","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","4.47","E","Estimated value",""
"RP","Pesticides Use","398","Kazakhstan","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.61","E","Estimated value",""
"RP","Pesticides Use","404","Kenya","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.88","E","Estimated value",""
"RP","Pesticides Use","296","Kiribati","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.09","E","Estimated value",""
"RP","Pesticides Use","417","Kyrgyzstan","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.45","E","Estimated value",""
"RP","Pesticides Use","418","Lao People's Democratic Republic","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.14","E","Estimated value",""
"RP","Pesticides Use","428","Latvia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.45","E","Estimated value",""
"RP","Pesticides Use","422","Lebanon","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","6.5","E","Estimated value",""
"RP","Pesticides Use","426","Lesotho","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.82","E","Estimated value",""
"RP","Pesticides Use","430","Liberia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.48","E","Estimated value",""
"RP","Pesticides Use","434","Libya","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.84","E","Estimated value",""
"RP","Pesticides Use","440","Lithuania","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.12","E","Estimated value",""
"RP","Pesticides Use","442","Luxembourg","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.92","E","Estimated value",""
"RP","Pesticides Use","450","Madagascar","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.19","E","Estimated value",""
"RP","Pesticides Use","454","Malawi","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.56","E","Estimated value",""
"RP","Pesticides Use","458","Malaysia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","5.51","E","Estimated value",""
"RP","Pesticides Use","466","Mali","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0","E","Estimated value",""
"RP","Pesticides Use","470","Malta","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","8.09","E","Estimated value",""
"RP","Pesticides Use","478","Mauritania","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.76","E","Estimated value",""
"RP","Pesticides Use","480","Mauritius","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","8.93","E","Estimated value",""
"RP","Pesticides Use","175","Mayotte","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.62","E","Estimated value",""
"RP","Pesticides Use","484","Mexico","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.9","E","Estimated value",""
"RP","Pesticides Use","583","Micronesia (Federated States of)","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","6.13","E","Estimated value",""
"RP","Pesticides Use","496","Mongolia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.09","E","Estimated value",""
"RP","Pesticides Use","499","Montenegro","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","7.69","E","Estimated value",""
"RP","Pesticides Use","500","Montserrat","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","11.05","E","Estimated value",""
"RP","Pesticides Use","504","Morocco","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.47","E","Estimated value",""
"RP","Pesticides Use","508","Mozambique","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.09","E","Estimated value",""
"RP","Pesticides Use","104","Myanmar","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.94","E","Estimated value",""
"RP","Pesticides Use","516","Namibia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.18","E","Estimated value",""
"RP","Pesticides Use","524","Nepal","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.34","E","Estimated value",""
"RP","Pesticides Use","528","Netherlands (Kingdom of the)","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","10.86","E","Estimated value",""
"RP","Pesticides Use","540","New Caledonia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","26.06","E","Estimated value",""
"RP","Pesticides Use","554","New Zealand","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","7.66","E","Estimated value",""
"RP","Pesticides Use","558","Nicaragua","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","7.62","E","Estimated value",""
"RP","Pesticides Use","562","Niger","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0","E","Estimated value",""
"RP","Pesticides Use","566","Nigeria","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.36","E","Estimated value",""
"RP","Pesticides Use","570","Niue","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.64","E","Estimated value",""
"RP","Pesticides Use","807","North Macedonia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.21","E","Estimated value",""
"RP","Pesticides Use","578","Norway","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.88","E","Estimated value",""
"RP","Pesticides Use","512","Oman","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","3.81","E","Estimated value",""
"RP","Pesticides Use","586","Pakistan","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.38","E","Estimated value",""
"RP","Pesticides Use","585","Palau","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","10.8","E","Estimated value",""
"RP","Pesticides Use","275","Palestine","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","11.91","E","Estimated value",""
"RP","Pesticides Use","591","Panama","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.28","E","Estimated value",""
"RP","Pesticides Use","598","Papua New Guinea","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.7","E","Estimated value",""
"RP","Pesticides Use","600","Paraguay","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","5.17","E","Estimated value",""
"RP","Pesticides Use","604","Peru","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.73","E","Estimated value",""
"RP","Pesticides Use","608","Philippines","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","3.37","E","Estimated value",""
"RP","Pesticides Use","616","Poland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.32","E","Estimated value",""
"RP","Pesticides Use","620","Portugal","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","5.23","E","Estimated value",""
"RP","Pesticides Use","410","Republic of Korea","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","12.29","E","Estimated value",""
"RP","Pesticides Use","498","Republic of Moldova","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.73","E","Estimated value",""
"RP","Pesticides Use","642","Romania","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.62","E","Estimated value",""
"RP","Pesticides Use","643","Russian Federation","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.79","E","Estimated value",""
"RP","Pesticides Use","646","Rwanda","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.25","E","Estimated value",""
"RP","Pesticides Use","654","Saint Helena, Ascension and Tristan da Cunha","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.9","E","Estimated value",""
"RP","Pesticides Use","662","Saint Lucia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","26.46","E","Estimated value",""
"RP","Pesticides Use","882","Samoa","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","6.33","E","Estimated value",""
"RP","Pesticides Use","678","Sao Tome and Principe","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.65","E","Estimated value",""
"RP","Pesticides Use","682","Saudi Arabia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.99","E","Estimated value",""
"RP","Pesticides Use","686","Senegal","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.15","E","Estimated value",""
"RP","Pesticides Use","688","Serbia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.87","E","Estimated value",""
"RP","Pesticides Use","694","Sierra Leone","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.21","E","Estimated value",""
"RP","Pesticides Use","703","Slovakia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.21","E","Estimated value",""
"RP","Pesticides Use","705","Slovenia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","3.99","E","Estimated value",""
"RP","Pesticides Use","090","Solomon Islands","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.35","E","Estimated value",""
"RP","Pesticides Use","706","Somalia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.66","E","Estimated value",""
"RP","Pesticides Use","710","South Africa","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","3.43","E","Estimated value",""
"RP","Pesticides Use","724","Spain","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","4.59","E","Estimated value",""
"RP","Pesticides Use","144","Sri Lanka","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.17","E","Estimated value",""
"RP","Pesticides Use","729","Sudan","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.19","E","Estimated value",""
"RP","Pesticides Use","740","Suriname","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","6.15","E","Estimated value",""
"RP","Pesticides Use","752","Sweden","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.73","E","Estimated value",""
"RP","Pesticides Use","756","Switzerland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","5.37","E","Estimated value",""
"RP","Pesticides Use","760","Syrian Arab Republic","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.33","E","Estimated value",""
"RP","Pesticides Use","762","Tajikistan","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.46","E","Estimated value",""
"RP","Pesticides Use","764","Thailand","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.84","E","Estimated value",""
"RP","Pesticides Use","626","Timor-Leste","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.32","E","Estimated value",""
"RP","Pesticides Use","768","Togo","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.51","E","Estimated value",""
"RP","Pesticides Use","776","Tonga","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.71","E","Estimated value",""
"RP","Pesticides Use","780","Trinidad and Tobago","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","24.96","E","Estimated value",""
"RP","Pesticides Use","788","Tunisia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.67","E","Estimated value",""
"RP","Pesticides Use","792","Türkiye","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.26","E","Estimated value",""
"RP","Pesticides Use","795","Turkmenistan","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.25","E","Estimated value",""
"RP","Pesticides Use","798","Tuvalu","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.21","E","Estimated value",""
"RP","Pesticides Use","800","Uganda","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.89","E","Estimated value",""
"RP","Pesticides Use","804","Ukraine","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.8","E","Estimated value",""
"RP","Pesticides Use","826","United Kingdom of Great Britain and Northern Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.43","E","Estimated value",""
"RP","Pesticides Use","834","United Republic of Tanzania","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0","E","Estimated value",""
"RP","Pesticides Use","840","United States of America","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.85","E","Estimated value",""
"RP","Pesticides Use","858","Uruguay","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","7.95","E","Estimated value",""
"RP","Pesticides Use","548","Vanuatu","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.11","E","Estimated value",""
"RP","Pesticides Use","862","Venezuela (Bolivarian Republic of)","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.19","E","Estimated value",""
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","4.28","E","Estimated value",""
"RP","Pesticides Use","876","Wallis and Futuna Islands","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.73","E","Estimated value",""
"RP","Pesticides Use","887","Yemen","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.04","E","Estimated value",""
"RP","Pesticides Use","894","Zambia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.09","E","Estimated value",""
"RP","Pesticides Use","716","Zimbabwe","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.53","E","Estimated value",""
